IDAluno,NomeDaEscola,DataPagamento,ValorRecebido,MetodoPagamento,AtrasoPagamento,NumeroCartaoCredito,NumeroTransacao,NomeBanco,TipoPagamento,DiaSemana,NumeroCheque
1440,Mousinho da Silveira,2021-12-22,975,Check,No,,80558115,Caixa Geral de Depósitos,che,Wednesday,5269
1441,Mousinho da Silveira,2020-02-07,1534,Cash,No,,39160770,,cas,Friday,
1442,Mousinho da Silveira,2018-11-12,1191,Credit Card,No,0454184039822180,39662038,Caixa Geral de Depósitos,cre,Monday,
1443,Mousinho da Silveira,2023-09-18,1457,Check,No,,40788026,Caixa Geral de Depósitos,che,Monday,3579
1444,Mousinho da Silveira,2021-12-28,1246,Credit Card,No,6469333562303974,40880670,Caixa Geral de Depósitos,cre,Tuesday,
1445,Mousinho da Silveira,2018-10-27,1510,Credit Card,Yes,1991843113266115,84858052,Caixa Geral de Depósitos,cre,Saturday,
1446,Mousinho da Silveira,2019-12-07,1090,Check,No,,96047220,Caixa Geral de Depósitos,che,Saturday,4700
1447,Mousinho da Silveira,2021-12-13,1381,Check,Yes,,74544708,Millennium BCP,che,Monday,4222
1448,Mousinho da Silveira,2019-01-11,1354,Credit Card,No,1995394676626235,96053026,Millennium BCP,cre,Friday,
1449,Mousinho da Silveira,2022-09-24,1447,Cash,Yes,,57870368,,cas,Saturday,
1450,Mousinho da Silveira,2020-10-30,949,Cash,No,,06306636,,cas,Friday,
1451,Mousinho da Silveira,2023-03-26,908,Cash,Yes,,81640989,,cas,Sunday,
1452,Mousinho da Silveira,2019-04-05,911,Credit Card,No,9120302520945237,59795319,Millennium BCP,cre,Friday,
1453,Mousinho da Silveira,2020-10-12,942,Credit Card,No,8602757454492054,89445381,Millennium BCP,cre,Monday,
1454,Mousinho da Silveira,2021-09-15,916,Check,No,,89655834,Caixa Geral de Depósitos,che,Wednesday,6409
1455,Mousinho da Silveira,2020-10-24,1315,Credit Card,No,9521797056603616,24860704,Caixa Geral de Depósitos,cre,Saturday,
1456,Mousinho da Silveira,2023-06-04,1555,Credit Card,No,6023515850153017,31671560,Caixa Geral de Depósitos,cre,Sunday,
1457,Mousinho da Silveira,2021-07-14,1350,Check,Yes,,22441339,Caixa Geral de Depósitos,che,Wednesday,6039
1458,Mousinho da Silveira,2021-01-22,1480,Cash,Yes,,64531579,,cas,Friday,
1459,Mousinho da Silveira,2018-11-20,1226,Check,No,,91898664,Caixa Geral de Depósitos,che,Tuesday,4519
1460,Mousinho da Silveira,2020-12-27,1238,Cash,No,,83359748,,cas,Sunday,
1461,Mousinho da Silveira,2021-02-28,1305,Check,No,,57023771,Caixa Geral de Depósitos,che,Sunday,5003
1462,Mousinho da Silveira,2023-05-19,906,Check,No,,22095673,Millennium BCP,che,Friday,4107
1463,Mousinho da Silveira,2023-05-08,1047,Check,No,,73239644,Millennium BCP,che,Monday,4048
1464,Mousinho da Silveira,2023-06-14,1474,Credit Card,No,2676992427739238,52023209,Millennium BCP,cre,Wednesday,
1465,Mousinho da Silveira,2019-12-28,900,Credit Card,No,3328442347199829,07551545,Millennium BCP,cre,Saturday,
1466,Mousinho da Silveira,2023-08-11,1298,Credit Card,No,7569991383100643,32262277,Caixa Geral de Depósitos,cre,Friday,
1467,Mousinho da Silveira,2021-03-14,1123,Credit Card,No,6806647070385036,05952984,Millennium BCP,cre,Sunday,
1468,Mousinho da Silveira,2022-02-11,1194,Credit Card,No,0740274067582676,25906200,Millennium BCP,cre,Friday,
1469,Mousinho da Silveira,2022-07-18,1314,Credit Card,No,5646149745979318,39979849,Millennium BCP,cre,Monday,
1470,Mousinho da Silveira,2020-01-10,1513,Check,No,,09955049,Millennium BCP,che,Friday,3341
1471,Mousinho da Silveira,2023-03-14,1326,Cash,No,,22394612,,cas,Tuesday,
1472,Mousinho da Silveira,2019-02-23,1060,Check,No,,81159485,Millennium BCP,che,Saturday,5120
1473,Mousinho da Silveira,2018-09-03,904,Check,Yes,,76223984,Caixa Geral de Depósitos,che,Monday,5918
1474,Mousinho da Silveira,2019-07-20,1552,Credit Card,No,7871888223788705,84168061,Millennium BCP,cre,Saturday,
1475,Mousinho da Silveira,2022-06-30,1161,Check,No,,64799846,Millennium BCP,che,Thursday,6317
1476,Mousinho da Silveira,2021-06-21,1338,Check,No,,49638309,Caixa Geral de Depósitos,che,Monday,3525
1477,Mousinho da Silveira,2019-09-17,1304,Credit Card,Yes,8092616620165557,86457865,Caixa Geral de Depósitos,cre,Tuesday,
1478,Mousinho da Silveira,2022-10-18,1267,Cash,No,,24764000,,cas,Tuesday,
1479,Mousinho da Silveira,2020-09-30,1436,Cash,No,,68240516,,cas,Wednesday,
1480,Mousinho da Silveira,2020-09-22,1261,Cash,No,,22444189,,cas,Tuesday,
1481,Mousinho da Silveira,2022-01-04,1383,Cash,Yes,,33868608,,cas,Tuesday,
1482,Mousinho da Silveira,2022-12-06,1138,Cash,No,,01703630,,cas,Tuesday,
1483,Mousinho da Silveira,2023-07-12,1537,Cash,No,,42386020,,cas,Wednesday,
1484,Mousinho da Silveira,2023-01-19,1240,Check,Yes,,98309413,Caixa Geral de Depósitos,che,Thursday,1198
1485,Mousinho da Silveira,2021-11-08,1343,Check,Yes,,97979724,Caixa Geral de Depósitos,che,Monday,3504
1486,Mousinho da Silveira,2021-09-11,1175,Credit Card,No,6948045073567480,95739405,Millennium BCP,cre,Saturday,
1487,Mousinho da Silveira,2019-05-15,1573,Cash,Yes,,94420315,,cas,Wednesday,
1488,Mousinho da Silveira,2023-09-10,1443,Check,No,,25849073,Caixa Geral de Depósitos,che,Sunday,3516
1489,Mousinho da Silveira,2018-10-23,1132,Credit Card,No,7774867595141864,82308829,Caixa Geral de Depósitos,cre,Tuesday,
1490,Mousinho da Silveira,2022-12-29,1556,Check,No,,84196233,Millennium BCP,che,Thursday,8034
1491,Mousinho da Silveira,2018-10-03,1558,Cash,No,,69427674,,cas,Wednesday,
1492,Mousinho da Silveira,2023-10-14,1428,Credit Card,Yes,7306629315181788,24265594,Caixa Geral de Depósitos,cre,Saturday,
1493,Mousinho da Silveira,2022-01-27,1461,Check,No,,62327237,Millennium BCP,che,Thursday,8377
1494,Mousinho da Silveira,2022-01-31,1414,Check,Yes,,22379006,Caixa Geral de Depósitos,che,Monday,5468
1495,Mousinho da Silveira,2023-06-23,1455,Check,No,,08477954,Millennium BCP,che,Friday,8293
1496,Mousinho da Silveira,2020-12-09,1408,Cash,No,,98188907,,cas,Wednesday,
1497,Mousinho da Silveira,2022-10-12,1115,Cash,No,,59157908,,cas,Wednesday,
1498,Mousinho da Silveira,2021-11-02,1209,Cash,No,,96268384,,cas,Tuesday,
1499,Mousinho da Silveira,2021-09-01,1424,Cash,No,,80207612,,cas,Wednesday,
1500,Mousinho da Silveira,2019-12-01,1507,Cash,No,,21905188,,cas,Sunday,
1501,Mousinho da Silveira,2019-02-21,1058,Check,No,,88618207,Millennium BCP,che,Thursday,7582
1502,Mousinho da Silveira,2020-10-03,1510,Credit Card,No,0792372982689334,86497035,Millennium BCP,cre,Saturday,
1503,Mousinho da Silveira,2020-12-09,1402,Cash,No,,96833557,,cas,Wednesday,
1504,Mousinho da Silveira,2018-08-28,1398,Cash,No,,12315550,,cas,Tuesday,
1505,Mousinho da Silveira,2022-05-27,1225,Cash,No,,05218799,,cas,Friday,
1506,Mousinho da Silveira,2022-05-15,1127,Check,No,,44045883,Millennium BCP,che,Sunday,2250
1507,Mousinho da Silveira,2020-04-29,965,Cash,No,,01235036,,cas,Wednesday,
1508,Mousinho da Silveira,2021-08-02,1354,Credit Card,No,6891097797802344,56844679,Caixa Geral de Depósitos,cre,Monday,
1509,Mousinho da Silveira,2018-09-20,1137,Cash,No,,64016329,,cas,Thursday,
1510,Mousinho da Silveira,2020-05-15,1391,Credit Card,No,8315975729273186,83029158,Caixa Geral de Depósitos,cre,Friday,
1511,Mousinho da Silveira,2023-10-01,1577,Cash,No,,33241651,,cas,Sunday,
1512,Mousinho da Silveira,2021-08-31,1255,Check,No,,83966073,Caixa Geral de Depósitos,che,Tuesday,5778
1513,Mousinho da Silveira,2023-01-14,1293,Cash,No,,62159584,,cas,Saturday,
1514,Mousinho da Silveira,2022-03-24,984,Check,No,,91617050,Millennium BCP,che,Thursday,3712
1515,Mousinho da Silveira,2019-01-05,1425,Check,Yes,,98141344,Caixa Geral de Depósitos,che,Saturday,7334
1516,Mousinho da Silveira,2022-07-02,959,Check,No,,83774029,Millennium BCP,che,Saturday,9782
1517,Mousinho da Silveira,2020-11-07,1195,Check,No,,33026509,Caixa Geral de Depósitos,che,Saturday,4066
1518,Mousinho da Silveira,2019-03-27,1471,Credit Card,No,7719666610256342,02223499,Millennium BCP,cre,Wednesday,
1519,Mousinho da Silveira,2018-12-27,1113,Check,No,,68367590,Millennium BCP,che,Thursday,8771
1520,Mousinho da Silveira,2023-06-05,1363,Check,Yes,,24461440,Millennium BCP,che,Monday,4461
1521,Mousinho da Silveira,2019-12-16,1258,Credit Card,No,6564260186372631,99569559,Millennium BCP,cre,Monday,
1522,Mousinho da Silveira,2022-03-02,1087,Cash,No,,64149003,,cas,Wednesday,
1523,Mousinho da Silveira,2023-10-13,1460,Cash,Yes,,25513444,,cas,Friday,
1524,Mousinho da Silveira,2023-06-28,1462,Cash,No,,28839047,,cas,Wednesday,
1525,Mousinho da Silveira,2022-10-25,1146,Credit Card,Yes,5461574932511497,88795312,Millennium BCP,cre,Tuesday,
1526,Mousinho da Silveira,2020-03-15,914,Check,No,,37766183,Millennium BCP,che,Sunday,9656
1527,Mousinho da Silveira,2023-02-03,1282,Check,Yes,,18731439,Millennium BCP,che,Friday,6317
1528,Mousinho da Silveira,2019-02-05,966,Cash,No,,78621078,,cas,Tuesday,
1529,Mousinho da Silveira,2019-01-06,1461,Cash,Yes,,96856425,,cas,Sunday,
1530,Mousinho da Silveira,2022-11-06,1365,Credit Card,No,8026933154230600,23028655,Millennium BCP,cre,Sunday,
1531,Mousinho da Silveira,2022-05-14,1234,Credit Card,No,1142066701514599,20166338,Millennium BCP,cre,Saturday,
1532,Mousinho da Silveira,2019-04-21,1038,Credit Card,No,0539222056201901,13484339,Millennium BCP,cre,Sunday,
1533,Mousinho da Silveira,2019-08-30,1133,Check,No,,28613239,Caixa Geral de Depósitos,che,Friday,6497
1534,Mousinho da Silveira,2023-04-01,1321,Check,No,,23428644,Caixa Geral de Depósitos,che,Saturday,8015
1535,Mousinho da Silveira,2023-01-11,905,Credit Card,No,8663420953677349,85297356,Millennium BCP,cre,Wednesday,
1536,Mousinho da Silveira,2020-06-16,1081,Cash,No,,65591476,,cas,Tuesday,
1537,Mousinho da Silveira,2023-12-19,1061,Cash,No,,80966414,,cas,Tuesday,
1538,Mousinho da Silveira,2021-03-26,1278,Credit Card,No,9524746653538962,98532436,Caixa Geral de Depósitos,cre,Friday,
1539,Mousinho da Silveira,2023-10-05,1506,Credit Card,No,5712763835434685,86390616,Millennium BCP,cre,Thursday,
1540,Mousinho da Silveira,2020-03-29,1479,Cash,No,,39981615,,cas,Sunday,
1541,Mousinho da Silveira,2023-05-29,1129,Check,No,,11683710,Millennium BCP,che,Monday,1378
1542,Mousinho da Silveira,2021-05-15,1113,Cash,No,,07201489,,cas,Saturday,
1543,Mousinho da Silveira,2020-12-15,1393,Check,No,,08264931,Millennium BCP,che,Tuesday,3006
1544,Mousinho da Silveira,2020-03-07,1307,Credit Card,No,4762542926456339,17299403,Caixa Geral de Depósitos,cre,Saturday,
1545,Mousinho da Silveira,2023-03-08,1486,Cash,No,,11266497,,cas,Wednesday,
1546,Mousinho da Silveira,2019-01-29,1535,Cash,No,,06833539,,cas,Tuesday,
1547,Mousinho da Silveira,2019-03-16,933,Credit Card,No,1259016399490133,34437673,Caixa Geral de Depósitos,cre,Saturday,
1548,Mousinho da Silveira,2021-07-28,1002,Cash,Yes,,98410167,,cas,Wednesday,
1549,Mousinho da Silveira,2021-12-12,1121,Credit Card,Yes,4811604991004202,88661680,Millennium BCP,cre,Sunday,
1550,Mousinho da Silveira,2023-06-30,1535,Check,Yes,,42134854,Caixa Geral de Depósitos,che,Friday,3554
1551,Mousinho da Silveira,2018-12-01,1114,Cash,No,,60791791,,cas,Saturday,
1552,Mousinho da Silveira,2019-09-25,1456,Cash,Yes,,57117132,,cas,Wednesday,
1553,Mousinho da Silveira,2022-12-20,1000,Check,No,,02470288,Millennium BCP,che,Tuesday,5740
1554,Mousinho da Silveira,2019-02-05,1022,Credit Card,No,7452719367857646,39138107,Caixa Geral de Depósitos,cre,Tuesday,
1555,Mousinho da Silveira,2022-01-10,1013,Check,No,,19423215,Caixa Geral de Depósitos,che,Monday,1784
1556,Mousinho da Silveira,2019-01-03,1143,Credit Card,No,3506962616845525,27410254,Caixa Geral de Depósitos,cre,Thursday,
1557,Mousinho da Silveira,2022-08-15,966,Check,No,,89948856,Caixa Geral de Depósitos,che,Monday,5625
1558,Mousinho da Silveira,2021-06-03,1483,Check,No,,00519567,Caixa Geral de Depósitos,che,Thursday,7584
1559,Mousinho da Silveira,2019-10-01,1274,Cash,No,,42271726,,cas,Tuesday,
1560,Mousinho da Silveira,2020-11-05,1036,Check,No,,50460700,Millennium BCP,che,Thursday,5817
1561,Mousinho da Silveira,2023-05-26,1569,Cash,No,,30686240,,cas,Friday,
1562,Mousinho da Silveira,2022-12-30,1424,Cash,No,,10066890,,cas,Friday,
1563,Mousinho da Silveira,2022-05-08,1178,Credit Card,No,8207623811522328,22282408,Caixa Geral de Depósitos,cre,Sunday,
1564,Mousinho da Silveira,2021-03-22,1234,Credit Card,No,5999400410847913,51135053,Caixa Geral de Depósitos,cre,Monday,
1565,Mousinho da Silveira,2022-12-14,1353,Credit Card,No,8920641578097830,28010419,Caixa Geral de Depósitos,cre,Wednesday,
1566,Mousinho da Silveira,2023-09-07,1237,Credit Card,No,9528144786742802,18893063,Caixa Geral de Depósitos,cre,Thursday,
1567,Mousinho da Silveira,2021-05-16,1472,Check,No,,03789121,Millennium BCP,che,Sunday,8284
1568,Mousinho da Silveira,2019-12-27,1145,Check,No,,90558557,Caixa Geral de Depósitos,che,Friday,6014
1569,Mousinho da Silveira,2022-06-30,921,Check,No,,29069690,Caixa Geral de Depósitos,che,Thursday,6886
1570,Mousinho da Silveira,2023-08-05,1056,Check,No,,86061065,Caixa Geral de Depósitos,che,Saturday,8531
1571,Mousinho da Silveira,2019-12-06,1139,Cash,No,,57016527,,cas,Friday,
1572,Mousinho da Silveira,2020-11-26,995,Credit Card,No,8149802530843769,92964447,Caixa Geral de Depósitos,cre,Thursday,
1573,Mousinho da Silveira,2023-05-27,1084,Cash,No,,08423242,,cas,Saturday,
1574,Mousinho da Silveira,2019-10-10,1208,Check,Yes,,04172415,Caixa Geral de Depósitos,che,Thursday,5040
1575,Mousinho da Silveira,2023-11-12,1307,Check,No,,85574906,Millennium BCP,che,Sunday,9175
1576,Mousinho da Silveira,2021-09-27,1287,Credit Card,No,2570333295945231,58286304,Millennium BCP,cre,Monday,
1577,Mousinho da Silveira,2023-09-11,1043,Check,No,,29917217,Caixa Geral de Depósitos,che,Monday,3571
1578,Mousinho da Silveira,2021-12-12,1042,Credit Card,Yes,1678215392669370,63250313,Millennium BCP,cre,Sunday,
1579,Mousinho da Silveira,2021-05-21,946,Cash,No,,50220619,,cas,Friday,
1580,Mousinho da Silveira,2018-11-08,1008,Check,No,,33593797,Millennium BCP,che,Thursday,2012
1581,Mousinho da Silveira,2018-08-05,959,Check,Yes,,95616225,Caixa Geral de Depósitos,che,Sunday,5600
1582,Mousinho da Silveira,2022-07-04,1404,Credit Card,No,5594079923045323,16778145,Caixa Geral de Depósitos,cre,Monday,
1583,Mousinho da Silveira,2020-03-16,1351,Check,No,,37019453,Millennium BCP,che,Monday,2315
1584,Mousinho da Silveira,2022-05-04,1362,Cash,No,,66505276,,cas,Wednesday,
1585,Mousinho da Silveira,2018-12-16,1028,Credit Card,No,2815780619022311,67870676,Millennium BCP,cre,Sunday,
1586,Mousinho da Silveira,2020-06-17,1151,Credit Card,No,7185921268485637,11429430,Millennium BCP,cre,Wednesday,
1587,Mousinho da Silveira,2018-09-29,1150,Cash,No,,39892313,,cas,Saturday,
1588,Mousinho da Silveira,2019-05-21,1165,Cash,No,,86693278,,cas,Tuesday,
1589,Mousinho da Silveira,2022-08-01,1164,Credit Card,No,8376591538201140,65266426,Caixa Geral de Depósitos,cre,Monday,
1590,Mousinho da Silveira,2023-06-09,1125,Cash,Yes,,27245533,,cas,Friday,
1591,Mousinho da Silveira,2021-04-28,1274,Check,No,,69764878,Caixa Geral de Depósitos,che,Wednesday,7977
1592,Mousinho da Silveira,2019-06-24,1068,Cash,No,,94510462,,cas,Monday,
1593,Mousinho da Silveira,2020-05-06,905,Cash,No,,96568512,,cas,Wednesday,
1594,Mousinho da Silveira,2023-03-04,1588,Credit Card,No,2767293509793442,12914650,Millennium BCP,cre,Saturday,
1595,Mousinho da Silveira,2019-05-29,1100,Cash,No,,78045797,,cas,Wednesday,
1596,Mousinho da Silveira,2023-05-24,1040,Cash,No,,84070339,,cas,Wednesday,
1597,Mousinho da Silveira,2021-07-20,1037,Credit Card,No,8233720945167670,63632863,Millennium BCP,cre,Tuesday,
1598,Mousinho da Silveira,2019-03-20,968,Credit Card,No,2008484264833367,96082896,Caixa Geral de Depósitos,cre,Wednesday,
1599,Mousinho da Silveira,2022-08-22,1553,Credit Card,No,6054946920856490,13249519,Millennium BCP,cre,Monday,
1600,Mousinho da Silveira,2020-09-05,951,Check,No,,01154617,Caixa Geral de Depósitos,che,Saturday,9693
1601,Mousinho da Silveira,2022-08-05,1557,Credit Card,No,0388904410404315,66851353,Millennium BCP,cre,Friday,
1602,Mousinho da Silveira,2020-02-14,1427,Check,No,,47558030,Millennium BCP,che,Friday,2689
1603,Mousinho da Silveira,2023-10-02,1312,Check,No,,64717784,Millennium BCP,che,Monday,2494
1604,Mousinho da Silveira,2023-12-23,1522,Credit Card,No,7169883716115866,86119976,Caixa Geral de Depósitos,cre,Saturday,
1605,Mousinho da Silveira,2020-07-30,1493,Check,No,,33261705,Millennium BCP,che,Thursday,6453
1606,Mousinho da Silveira,2021-08-03,1112,Cash,No,,58195657,,cas,Tuesday,
1607,Mousinho da Silveira,2022-07-16,1053,Check,No,,53399824,Millennium BCP,che,Saturday,7355
1608,Mousinho da Silveira,2020-10-28,1575,Credit Card,Yes,7580158466879303,02853272,Caixa Geral de Depósitos,cre,Wednesday,
1609,Mousinho da Silveira,2022-10-23,1293,Cash,No,,34515025,,cas,Sunday,
1610,Mousinho da Silveira,2019-04-15,1430,Cash,No,,61308730,,cas,Monday,
1611,Mousinho da Silveira,2021-08-01,1477,Cash,No,,07382777,,cas,Sunday,
1612,Mousinho da Silveira,2021-02-19,1018,Credit Card,No,8425278630900712,10242344,Caixa Geral de Depósitos,cre,Friday,
1613,Mousinho da Silveira,2019-10-18,1594,Credit Card,No,7771961997165965,66764099,Caixa Geral de Depósitos,cre,Friday,
1614,Mousinho da Silveira,2021-07-09,1140,Credit Card,No,4009522426537932,21914390,Caixa Geral de Depósitos,cre,Friday,
1615,Mousinho da Silveira,2018-09-13,1270,Check,No,,36015791,Millennium BCP,che,Thursday,6386
1616,Mousinho da Silveira,2018-10-16,998,Credit Card,Yes,2600802658934759,78335488,Millennium BCP,cre,Tuesday,
1617,Mousinho da Silveira,2020-08-03,1403,Credit Card,No,1496791463866432,03172665,Millennium BCP,cre,Monday,
1618,Mousinho da Silveira,2022-12-12,1430,Credit Card,No,8549272400020860,14605190,Caixa Geral de Depósitos,cre,Monday,
1619,Mousinho da Silveira,2020-02-25,1113,Credit Card,No,1630335636930100,09089931,Caixa Geral de Depósitos,cre,Tuesday,
1620,Mousinho da Silveira,2021-07-03,1016,Check,Yes,,48028354,Millennium BCP,che,Saturday,6490
1621,Mousinho da Silveira,2021-08-18,1514,Credit Card,No,0930437661366280,81226815,Caixa Geral de Depósitos,cre,Wednesday,
1622,Mousinho da Silveira,2022-12-15,1369,Check,No,,70531105,Millennium BCP,che,Thursday,5006
1623,Mousinho da Silveira,2018-08-18,1527,Cash,No,,39798421,,cas,Saturday,
1624,Mousinho da Silveira,2021-09-16,1498,Credit Card,No,2693765016767187,76288363,Caixa Geral de Depósitos,cre,Thursday,
1625,Mousinho da Silveira,2021-08-20,1438,Check,No,,01627629,Millennium BCP,che,Friday,4015
1626,Mousinho da Silveira,2020-12-18,1342,Cash,No,,80937616,,cas,Friday,
1627,Mousinho da Silveira,2023-03-01,1232,Credit Card,No,9890749935981255,97772659,Caixa Geral de Depósitos,cre,Wednesday,
1628,Mousinho da Silveira,2020-09-17,1203,Credit Card,No,3858050141716578,93912956,Caixa Geral de Depósitos,cre,Thursday,
1629,Mousinho da Silveira,2023-01-28,995,Check,No,,11486005,Millennium BCP,che,Saturday,1071
1630,Mousinho da Silveira,2022-08-11,1517,Credit Card,No,9287875703029301,12501860,Caixa Geral de Depósitos,cre,Thursday,
1631,Mousinho da Silveira,2020-02-15,1075,Check,No,,06952223,Millennium BCP,che,Saturday,7685
1632,Mousinho da Silveira,2021-12-21,1115,Credit Card,No,0620073024266249,75374057,Millennium BCP,cre,Tuesday,
1633,Mousinho da Silveira,2023-02-08,1557,Cash,No,,95674068,,cas,Wednesday,
1634,Mousinho da Silveira,2023-08-24,1404,Credit Card,No,4453451466886583,48348358,Caixa Geral de Depósitos,cre,Thursday,
1635,Mousinho da Silveira,2022-02-11,1063,Cash,No,,36648532,,cas,Friday,
1636,Mousinho da Silveira,2018-09-30,1578,Cash,No,,87089432,,cas,Sunday,
1637,Mousinho da Silveira,2022-12-01,1566,Cash,No,,98344369,,cas,Thursday,
1638,Mousinho da Silveira,2022-06-15,1245,Check,Yes,,04505092,Caixa Geral de Depósitos,che,Wednesday,7568
1639,Mousinho da Silveira,2021-03-07,1069,Check,No,,07342939,Millennium BCP,che,Sunday,8658
1640,Mousinho da Silveira,2021-02-01,1132,Check,No,,29545038,Millennium BCP,che,Monday,2039
1641,Mousinho da Silveira,2020-12-11,1041,Cash,No,,51502045,,cas,Friday,
1642,Mousinho da Silveira,2018-09-17,1573,Credit Card,No,1435312794337953,11123590,Caixa Geral de Depósitos,cre,Monday,
1643,Mousinho da Silveira,2023-06-15,1070,Cash,No,,74286625,,cas,Thursday,
1644,Mousinho da Silveira,2019-03-16,952,Check,No,,38385545,Millennium BCP,che,Saturday,5252
1645,Mousinho da Silveira,2022-02-15,1341,Credit Card,No,1935117455537062,72816733,Caixa Geral de Depósitos,cre,Tuesday,
1646,Mousinho da Silveira,2019-12-26,1294,Credit Card,No,2157562641260848,18762099,Millennium BCP,cre,Thursday,
1647,Mousinho da Silveira,2020-12-16,1484,Credit Card,Yes,6303995167045059,98226731,Millennium BCP,cre,Wednesday,
1648,Mousinho da Silveira,2023-12-03,1120,Cash,No,,88804851,,cas,Sunday,
1649,Mousinho da Silveira,2022-04-08,1198,Check,No,,25936450,Millennium BCP,che,Friday,3878
1650,Mousinho da Silveira,2022-12-26,1143,Credit Card,No,2755767299115490,44318343,Caixa Geral de Depósitos,cre,Monday,
1651,Mousinho da Silveira,2023-07-14,1529,Cash,No,,10297711,,cas,Friday,
1652,Mousinho da Silveira,2020-05-18,916,Cash,No,,91792651,,cas,Monday,
1653,Mousinho da Silveira,2023-09-07,1362,Credit Card,No,8162910873922198,36915737,Caixa Geral de Depósitos,cre,Thursday,
1654,Mousinho da Silveira,2022-12-11,1395,Credit Card,No,5298770745991530,44500202,Caixa Geral de Depósitos,cre,Sunday,
1655,Mousinho da Silveira,2022-09-29,1433,Credit Card,No,8903450295867603,04093467,Caixa Geral de Depósitos,cre,Thursday,
1656,Mousinho da Silveira,2020-04-01,1540,Credit Card,No,2368810138272105,13346018,Caixa Geral de Depósitos,cre,Wednesday,
1657,Mousinho da Silveira,2019-06-24,1052,Credit Card,Yes,8825320831681636,03891736,Millennium BCP,cre,Monday,
1658,Mousinho da Silveira,2021-03-12,1422,Check,No,,76720005,Millennium BCP,che,Friday,2323
1659,Mousinho da Silveira,2020-01-09,1002,Credit Card,No,0716348508951237,08511919,Caixa Geral de Depósitos,cre,Thursday,
1660,Mousinho da Silveira,2023-01-22,1558,Cash,No,,56972965,,cas,Sunday,
1661,Mousinho da Silveira,2020-06-24,1298,Credit Card,No,7671377188626395,61266783,Millennium BCP,cre,Wednesday,
1662,Mousinho da Silveira,2020-09-01,1272,Cash,No,,13887402,,cas,Tuesday,
1663,Mousinho da Silveira,2022-09-02,1043,Credit Card,No,4614466276330411,76142152,Caixa Geral de Depósitos,cre,Friday,
1664,Mousinho da Silveira,2021-06-13,1132,Credit Card,No,8636470465689698,70368830,Millennium BCP,cre,Sunday,
1665,Mousinho da Silveira,2020-02-21,1454,Credit Card,No,9363159229127065,93410406,Millennium BCP,cre,Friday,
1666,Mousinho da Silveira,2021-10-29,996,Credit Card,No,2282471830181796,07578984,Caixa Geral de Depósitos,cre,Friday,
1667,Mousinho da Silveira,2023-08-06,1191,Check,No,,99052217,Millennium BCP,che,Sunday,2808
1668,Mousinho da Silveira,2020-02-23,1459,Cash,No,,65818981,,cas,Sunday,
1669,Mousinho da Silveira,2023-11-09,909,Cash,Yes,,35631631,,cas,Thursday,
1670,Mousinho da Silveira,2019-07-11,1510,Cash,No,,55726169,,cas,Thursday,
1671,Mousinho da Silveira,2020-04-16,1523,Cash,No,,88119389,,cas,Thursday,
1672,Mousinho da Silveira,2022-03-20,1494,Check,Yes,,82013071,Caixa Geral de Depósitos,che,Sunday,9089
1673,Mousinho da Silveira,2020-07-13,1093,Check,No,,16336131,Caixa Geral de Depósitos,che,Monday,9632
1674,Mousinho da Silveira,2020-06-05,1174,Check,Yes,,04903729,Caixa Geral de Depósitos,che,Friday,5847
1675,Mousinho da Silveira,2020-08-30,1428,Cash,No,,56399812,,cas,Sunday,
1676,Mousinho da Silveira,2021-04-13,1185,Check,No,,22551741,Millennium BCP,che,Tuesday,6286
1677,Mousinho da Silveira,2021-09-16,968,Check,No,,47621236,Millennium BCP,che,Thursday,2990
1678,Mousinho da Silveira,2022-06-26,1455,Cash,No,,94541384,,cas,Sunday,
1679,Mousinho da Silveira,2020-05-13,1139,Credit Card,No,3093079685909645,98724089,Millennium BCP,cre,Wednesday,
1680,Mousinho da Silveira,2022-07-09,1010,Cash,No,,35166811,,cas,Saturday,
1681,Mousinho da Silveira,2023-07-02,1111,Credit Card,No,7367072173402422,24198306,Millennium BCP,cre,Sunday,
1682,Mousinho da Silveira,2019-08-14,1140,Cash,No,,01814442,,cas,Wednesday,
1683,Mousinho da Silveira,2020-03-30,1466,Cash,No,,02435094,,cas,Monday,
1684,Mousinho da Silveira,2021-01-16,1321,Cash,No,,11861564,,cas,Saturday,
1685,Mousinho da Silveira,2018-08-17,1527,Check,No,,47539891,Millennium BCP,che,Friday,8658
1686,Mousinho da Silveira,2018-10-19,1227,Cash,No,,24519082,,cas,Friday,
1687,Mousinho da Silveira,2020-09-28,977,Check,No,,10356594,Millennium BCP,che,Monday,3874
1688,Mousinho da Silveira,2018-10-12,1549,Credit Card,No,6669692295338619,41183909,Millennium BCP,cre,Friday,
1689,Mousinho da Silveira,2022-12-22,1212,Credit Card,No,2406628346334889,33437518,Caixa Geral de Depósitos,cre,Thursday,
1690,Mousinho da Silveira,2021-01-10,1526,Cash,No,,86542438,,cas,Sunday,
1691,Mousinho da Silveira,2019-07-28,1292,Check,No,,85507435,Millennium BCP,che,Sunday,6691
1692,Mousinho da Silveira,2019-07-01,1472,Check,No,,89594703,Caixa Geral de Depósitos,che,Monday,7913
1693,Mousinho da Silveira,2020-03-03,1234,Credit Card,No,1765047188300995,42887344,Caixa Geral de Depósitos,cre,Tuesday,
